# Raw game results, one row per game, 1869-2025 (season,date,team1,score1,team2,score2).
# NOT wired into the Blue Blood Rating. Kept for a future head-to-head / margins feature.
# MAJOR-vs-MAJOR ONLY: no FBS-vs-FCS / small-college games, so it undercounts every
# program (pre-1936 is <50% covered). Do not use it to rebuild _staging_wins.csv.
# When wiring it up, add these name aliases: Southern Methodist->SMU,
# Alabama-Birmingham->UAB, North Carolina-Charlotte->Charlotte (plus strip " (ST)"
# state suffixes and map " St."->" State"). More pre-1936 data to come.
season,date,team1,score1,team2,score2
1927,1927-11-24,Sewanee (TN),6,Vanderbilt (TN),26
1927,1927-11-24,South Dakota St.,0,Detroit (MI),38
1927,1927-11-24,Southeast Missouri St.,0,Southern Illinois,0
1927,1927-11-24,Tennessee-Chattanooga,19,Oglethorpe (GA),0
1927,1927-11-24,Texas,7,Texas A&M,28
1927,1927-11-24,Utah,0,Utah St.,0
1927,1927-11-24,Virginia Military Institute,12,Virginia Tech,9
1927,1927-11-25,Northwest Missouri St.,6,Truman St. (MO),54
1927,1927-11-26,Army (NY),14,Navy (MD),9
1927,1927-11-26,Brown (RI),0,Colgate (NY),0
1927,1927-11-26,Canisius (NY),7,Saint Bonaventure (NY),0
1927,1927-11-26,Davidson (NC),7,Duke (NC),48
1927,1927-11-26,Drake (IA),25,UCLA,6
1927,1927-11-26,Hendrix (AR),7,Arkansas,20
1927,1927-11-26,Idaho,0,Gonzaga (WA),13
1927,1927-11-26,Notre Dame (IN),7,Southern California,6
1927,1927-11-26,Saint Mary's (CA),22,Santa Clara (CA),0
1927,1927-11-29,Holy Cross (MA),0,Boston College (MA),6
1927,1927-12-02,Alabama St.,25,Florida A&M,0
1927,1927-12-03,Alabama,7,Vanderbilt (TN),14
1927,1927-12-03,Florida,7,Maryland,6
1927,1927-12-03,Georgia,0,Georgia Tech,12
1927,1927-12-03,Miami (FL),0,Oglethorpe (GA),13
1927,1927-12-03,Michigan St.,0,North Carolina St.,19
1927,1927-12-03,New Mexico Highlands,0,New Mexico,12
1927,1927-12-03,Southern California,33,Washington,13
1927,1927-12-03,Tuskegee (AL),0,Alabama St.,0
1927,1927-12-17,Hawaii,21,Utah St.,20
1927,1927-12-26,Louisiana College,0,Miami (FL),7
1927,1927-12-31,Pennsylvania,13,California,27
1927,1928-01-02,Furman (SC),39,Miami (FL),7
1927,1928-01-02,Hawaii,12,Santa Clara (CA),18
1927,1928-01-02,Pittsburgh (PA),6,Stanford (CA),7
1928,1928-08-25,Alcorn St. (MS),21,Jackson St. (MS),0
1928,1928-08-25,Alderson (WV),24,Broaddus College (WV),12
1928,1928-08-25,Arkansas-Pine Bluff,13,Grambling St. (LA),88
1928,1928-08-25,Bloomsburg (PA),0,California (PA),6
1928,1928-08-25,Bloomsburg (PA),12,Kutztown (PA),0
1928,1928-08-25,Bowie St. (MD),6,Cheyney (PA),0
1928,1928-08-25,Broaddus College (WV),7,West Virginia Tech,14
1928,1928-08-25,California-Davis,6,Loyola Marymount (CA),0
1928,1928-08-25,Catawba (NC),0,Lenoir-Rhyne (NC),0
1928,1928-08-25,Central Missouri St.,25,Southeast Missouri St.,7
1928,1928-08-25,Charleston (WV),0,Concord (WV),32
1928,1928-08-25,Charleston (WV),0,Morehead St. (KY),13
1928,1928-08-25,Charleston (WV),0,West Virginia Tech,6
1928,1928-08-25,Charleston (WV),31,Alderson (WV),0
1928,1928-08-25,Charleston (WV),6,Fairmont St. (WV),32
1928,1928-08-25,Cheyney (PA),6,Delaware St.,6
1928,1928-08-25,Clark Atlanta (GA),6,Florida A&M,0
1928,1928-08-25,Concord (WV),0,West Virginia Tech,7
1928,1928-08-25,Concord (WV),25,Alderson (WV),0
1928,1928-08-25,Concord (WV),7,Glenville St. (WV),6
1928,1928-08-25,East Central (OK),0,Henderson St. (AR),28
1928,1928-08-25,East Central (OK),0,Northeastern St. (OK),0
1928,1928-08-25,East Tennessee St.,0,Eastern Kentucky,30
1928,1928-08-25,Fairmont St. (WV),0,Glenville St. (WV),9
1928,1928-08-25,Fayetteville St. (NC),6,Johnson C. Smith (NC),22
1928,1928-08-25,Glenville St. (WV),6,West Virginia Tech,6
1928,1928-08-25,Glenville St. (WV),67,Alderson (WV),0
1928,1928-08-25,Harding (AR),0,Ouachita Baptist (AR),0
1928,1928-08-25,Harding (AR),7,Henderson St. (AR),13
1928,1928-08-25,Jacksonville St. (AL),0,Middle Tennessee St.,6
1928,1928-08-25,Johnson C. Smith (NC),13,Morehouse (GA),19
1928,1928-08-25,Kutztown (PA),0,Millersville (PA),12
1928,1928-08-25,Lane (TN),33,Arkansas-Pine Bluff,0
1928,1928-08-25,Lock Haven (PA),6,Millersville (PA),6
1928,1928-08-25,Morehead St. (KY),51,Alderson (WV),0
1928,1928-08-25,Northeastern St. (OK),3,Oklahoma Baptist University,3
1928,1928-08-25,Saint Mary's (CA),13,San Francisco (CA),0
1928,1928-09-04,Central Oklahoma,75,Oklahoma Panhandle St.,0
1928,1928-09-21,McKendree (IL),0,Missouri St.,28
1928,1928-09-22,Black Hills St. (SD),0,Wyoming,42
1928,1928-09-22,Central Washington,0,Gonzaga (WA),31
1928,1928-09-22,Kentucky Wesleyan,30,Cedarville (OH),6
1928,1928-09-22,Newberry (SC),0,Clemson (SC),30
1928,1928-09-22,North Texas,6,Southern Methodist (TX),60
1928,1928-09-22,Sam Houston St. (TX),0,Centenary (LA),46
1928,1928-09-22,Stephen F. Austin (TX),0,Baylor (TX),31
1928,1928-09-22,Texas A&M-Kingsville,4,Texas St.,0
1928,1928-09-22,West Virginia,0,Davis & Elkins (WV),7
1928,1928-09-24,Howard Payne (TX),9,McMurry (TX),0
1928,1928-09-28,Arkansas Tech,19,Harding (AR),0
1928,1928-09-28,Birmingham-Southern (AL),6,Auburn (AL),0
1928,1928-09-28,Elon (NC),0,North Carolina St.,57
1928,1928-09-28,Henderson St. (AR),12,Southern Arkansas,0
1928,1928-09-28,Mercer (GA),7,Presbyterian (SC),6
1928,1928-09-28,Murray St. (KY),0,Southern Illinois,0
1928,1928-09-29,Albion (MI),12,Valparaiso (IN),0
1928,1928-09-29,Allegheny (PA),32,Mount Union (OH),0
1928,1928-09-29,Alma (MI),7,Ferris St. (MI),13
1928,1928-09-29,Amherst (MA),19,Middlebury (VT),7
1928,1928-09-29,Arizona,7,UCLA,7
1928,1928-09-29,Arkansas,0,Mississippi,25
1928,1928-09-29,Army (NY),35,Boston (MA),0
1928,1928-09-29,Baylor (TX),45,North Texas,0
1928,1928-09-29,Black Hills St. (SD),7,Chadron St. (NE),24
1928,1928-09-29,Cal Poly-San Luis Obispo,0,Fresno St. (CA),37
1928,1928-09-29,California,22,Santa Clara (CA),0
1928,1928-09-29,California-Davis,0,Oregon St.,14
1928,1928-09-29,Chicago (IL),0,South Carolina,6
1928,1928-09-29,Davidson (NC),0,Clemson (SC),6
1928,1928-09-29,Fairmont St. (WV),7,Broaddus College (WV),19
1928,1928-09-29,Findlay (OH),0,Dayton (OH),66
1928,1928-09-29,Fordham (NY),27,Saint Bonaventure (NY),0
1928,1928-09-29,Furman (SC),6,Duke (NC),0
1928,1928-09-29,Hanover (IN),0,Cincinnati (OH),20
1928,1928-09-29,Howard Payne (TX),0,Southern Methodist (TX),31
1928,1928-09-29,Kalamazoo (MI),0,Michigan St.,103
1928,1928-09-29,Lawrence (WI),0,Wisconsin-Oshkosh,6
1928,1928-09-29,Lehigh (PA),13,Saint John's (NY),0
1928,1928-09-29,Lenoir-Rhyne (NC),6,Newberry (SC),12
1928,1928-09-29,Lincoln (PA),0,North Carolina A&T,0
1928,1928-09-29,Louisiana-Lafayette,0,Centenary (LA),45
1928,1928-09-29,Maine,20,Rhode Island,6
1928,1928-09-29,Mississippi College,83,Southern Mississippi,0
1928,1928-09-29,Monmouth (IL),21,North Central (IL),0
1928,1928-09-29,Montana St.,15,Idaho,13
1928,1928-09-29,Navy (MD),0,Davis & Elkins (WV),2
1928,1928-09-29,Nebraska-Kearney,6,Wyoming,19
1928,1928-09-29,Nevada,0,San Francisco (CA),12
1928,1928-09-29,North Carolina,65,Wake Forest (NC),0
1928,1928-09-29,Northeastern St. (OK),7,Pittsburg St. (KS),0
1928,1928-09-29,Northwestern Oklahoma St.,7,Tulsa (OK),19
1928,1928-09-29,Northwestern St. (LA),0,Tulane (LA),65
1928,1928-09-29,Ouachita Baptist (AR),6,Mississippi St.,20
1928,1928-09-29,Rensselaer Tech (NY),32,Cooper Union (NY),0
1928,1928-09-29,Richmond (VA),6,Virginia Military Institute,6
1928,1928-09-29,Sam Houston St. (TX),6,Rice (TX),24
1928,1928-09-29,Shenandoah (VA),0,West Liberty St. (WV),98
1928,1928-09-29,Southern California,40,Utah St.,12
1928,1928-09-29,Southwestern (TX),0,Texas A&M,21
1928,1928-09-29,Stephen F. Austin (TX),0,Texas St.,20
1928,1928-09-29,Tennessee-Chattanooga,0,Vanderbilt (TN),20
1928,1928-09-29,Wabash (IN),0,Indiana,14
1928,1928-09-29,Washington St.,3,Gonzaga (WA),0
1928,1928-09-29,Willamette (OR),0,Washington,26
1928,1928-09-29,William & Mary (VA),0,Marshall (WV),0
1928,1928-10-05,Abilene Christian (TX),6,Sam Houston St. (TX),0
1928,1928-10-05,Alabama St.,6,Florida A&M,0
1928,1928-10-05,Central Oklahoma,0,East Central (OK),6
1928,1928-10-05,Eureka (IL),7,Western Illinois,7
1928,1928-10-05,Findlay (OH),9,Toledo (OH),31
1928,1928-10-05,Harding (AR),0,Central Arkansas,0
1928,1928-10-05,Miles (AL),12,Alabama A&M,0
1928,1928-10-05,Murray St. (KY),12,Southeast Missouri St.,0
1928,1928-10-05,Tuskegee (AL),7,North Carolina A&T,7
1928,1928-10-06,Adrian (MI),8,Central Michigan,0
1928,1928-10-06,Alabama,27,Mississippi,0
1928,1928-10-06,Albion (MI),2,Michigan St.,0
1928,1928-10-06,Army (NY),14,Southern Methodist (TX),13
1928,1928-10-06,Auburn (AL),0,Clemson (SC),6
1928,1928-10-06,Butler (IN),0,Northwestern (IL),14
1928,1928-10-06,California,7,Saint Mary's (CA),0
1928,1928-10-06,California-Davis,6,Brigham Young (UT),7
1928,1928-10-06,Carson-Newman (TN),0,Kentucky,61
1928,1928-10-06,Catawba (NC),7,Atlantic Christian (NC),3
1928,1928-10-06,Charleston (WV),0,Broaddus College (WV),33
1928,1928-10-06,Chicago (IL),3,Lake Forest (IL),0
1928,1928-10-06,Chicago (IL),47,Wyoming,0
1928,1928-10-06,Citadel (SC),39,Stetson (FL),0
1928,1928-10-06,Coast Guard (CT),0,Rhode Island,7
1928,1928-10-06,Colgate (NY),7,Vanderbilt (TN),12
1928,1928-10-06,Colorado School of Mines,13,Denver (CO),12
1928,1928-10-06,Davidson (NC),52,Elon (NC),0
1928,1928-10-06,DePauw (IN),0,Purdue (IN),31
1928,1928-10-06,Eastern Kentucky,0,Louisville (KY),72
1928,1928-10-06,Edinboro (PA),35,Buffalo (NY),0
1928,1928-10-06,Emporia St. (KS),34,Fort Hays St. (KS),0
1928,1928-10-06,Fairmont St. (WV),0,Marshall (WV),27
1928,1928-10-06,Ferris St. (MI),0,Western Michigan,14
1928,1928-10-06,Florida,26,Florida Southern,0
1928,1928-10-06,Fordham (NY),20,George Washington (DC),0
1928,1928-10-06,Franklin & Marshall (PA),0,Pennsylvania,46
1928,1928-10-06,Furman (SC),0,Tennessee-Chattanooga,15
1928,1928-10-06,Hardin-Simmons (TX),3,Texas Christian,19
1928,1928-10-06,Holy Cross (MA),40,Saint John's (NY),0
1928,1928-10-06,Howard Payne (TX),21,Texas St.,0
1928,1928-10-06,Idaho,6,Gonzaga (WA),6
1928,1928-10-06,Illinois St.,10,Northern Illinois,0
1928,1928-10-06,Indiana,10,Oklahoma,7
1928,1928-10-06,Iowa St.,0,Nebraska,12
1928,1928-10-06,Johns Hopkins (MD),14,Richmond (VA),13
1928,1928-10-06,Johnson C. Smith (NC),3,North Carolina Central,13
1928,1928-10-06,Kansas St.,13,Oklahoma St.,6
1928,1928-10-06,Kentucky Wesleyan,6,Cincinnati (OH),0
1928,1928-10-06,Lawrence (WI),7,Marquette (WI),19
1928,1928-10-06,Livingstone (NC),0,Howard (DC),32
1928,1928-10-06,Louisiana St.,46,Louisiana-Lafayette,0
1928,1928-10-06,Maine,0,Yale (CT),27
1928,1928-10-06,Manhattan (NY),0,Saint Bonaventure (NY),7
1928,1928-10-06,Maryland,19,North Carolina,26
1928,1928-10-06,Mercer (GA),0,Georgia,52
1928,1928-10-06,Minnesota,40,Creighton (NE),0
1928,1928-10-06,Mississippi St.,6,Tulane (LA),51
1928,1928-10-06,Monmouth (IL),0,Iowa,26
1928,1928-10-06,Montana,6,Washington St.,26
1928,1928-10-06,Nevada,7,Utah,32
1928,1928-10-06,New Hampshire,0,Boston (MA),0
1928,1928-10-06,Northern Arizona,0,Loyola Marymount (CA),18
1928,1928-10-06,Northern Colorado,6,Colorado St.,26
1928,1928-10-06,Notre Dame (IN),6,Wisconsin,22
1928,1928-10-06,Oregon St.,0,Southern California,19
1928,1928-10-06,Oregon,12,Stanford (CA),26
1928,1928-10-06,Pittsburg St. (KS),6,Wichita St. (KS),9
1928,1928-10-06,Presbyterian (SC),12,Wake Forest (NC),7
1928,1928-10-06,San Francisco (CA),0,Santa Clara (CA),33
1928,1928-10-06,Sewanee (TN),0,Texas A&M,69
1928,1928-10-06,South Carolina,24,Virginia,13
1928,1928-10-06,South Dakota,6,Duke (NC),25
1928,1928-10-06,Susquehanna (PA),0,Georgetown (DC),88
1928,1928-10-06,Texas,12,Texas Tech,0
1928,1928-10-06,Tulsa (OK),14,Detroit (MI),19
1928,1928-10-06,Virginia Military Institute,0,Georgia Tech,13
1928,1928-10-06,West Liberty St. (WV),6,Ohio,13
1928,1928-10-06,William & Mary (VA),0,Syracuse (NY),32
1928,1928-10-06,Wisconsin-Oshkosh,27,Northern Michigan,0
1928,1928-10-06,Worcester Tech (MA),0,Brown (RI),32
1928,1928-10-07,Boston College (MA),6,Navy (MD),0
1928,1928-10-12,Arkansas Tech,70,Arkansas-Monticello,0
1928,1928-10-12,Boston College (MA),19,Duke (NC),0
1928,1928-10-12,Clemson (SC),7,North Carolina St.,0
1928,1928-10-12,Henderson St. (AR),31,Central Arkansas,0
1928,1928-10-12,Louisiana College,0,Louisiana St.,41
1928,1928-10-12,Morehead St. (KY),0,Marshall (WV),26
1928,1928-10-12,Southwestern (TX),33,Texas-El Paso,7
1928,1928-10-13,Abilene Christian (TX),20,Texas St.,0
1928,1928-10-13,Adrian (MI),12,Findlay (OH),6
1928,1928-10-13,Alabama,46,Mississippi St.,0
1928,1928-10-13,Alcorn St. (MS),6,Southern (LA),6
1928,1928-10-13,Allegheny (PA),12,Dartmouth (NH),37
1928,1928-10-13,Arkansas,14,Baylor (TX),0
1928,1928-10-13,Auburn (AL),0,Florida,27
1928,1928-10-13,Beloit (WI),0,North Central (IL),7
1928,1928-10-13,Birmingham-Southern (AL),6,Tennessee-Chattanooga,12
1928,1928-10-13,Bluffton (OH),0,Bowling Green (OH),6
1928,1928-10-13,Brigham Young (UT),6,Colorado St.,15
1928,1928-10-13,Brown (RI),13,Dayton (OH),7
1928,1928-10-13,Bucknell (PA),6,Penn St.,0
1928,1928-10-13,California (PA),0,Edinboro (PA),13
1928,1928-10-13,California,13,Washington St.,3
1928,1928-10-13,Carson-Newman (TN),14,Lenoir-Rhyne (NC),6
1928,1928-10-13,Catawba (NC),13,Elon (NC),12
1928,1928-10-13,Central Michigan,13,Toledo (OH),0
1928,1928-10-13,Charleston (WV),18,Eastern Kentucky,0
1928,1928-10-13,Chicago (IL),0,Iowa,13
1928,1928-10-13,Clarion (PA),0,Indiana (PA),20
1928,1928-10-13,Colgate (NY),35,Virginia Tech,14
1928,1928-10-13,Cooper Union (NY),6,Long Island-Brooklyn (NY),12
1928,1928-10-13,Davidson (NC),0,Wofford (SC),7
1928,1928-10-13,Delta St. (MS),0,Memphis (TN),12
1928,1928-10-13,Drake (IA),26,Marquette (WI),7
1928,1928-10-13,Emporia St. (KS),32,Wichita St. (KS),0
1928,1928-10-13,Eureka (IL),12,Wheaton (IL),0
1928,1928-10-13,Fordham (NY),7,New York (NY),34
1928,1928-10-13,Fort Hays St. (KS),7,Kansas St.,22
1928,1928-10-13,Fresno St. (CA),0,San Francisco (CA),19
1928,1928-10-13,Furman (SC),6,Presbyterian (SC),0
1928,1928-10-13,Georgia Tech,12,Tulane (LA),0
1928,1928-10-13,Glenville St. (WV),13,Broaddus College (WV),0
1928,1928-10-13,Hardin-Simmons (TX),0,Southern Methodist (TX),6
1928,1928-10-13,Harvard (MA),20,North Carolina,0
1928,1928-10-13,Holy Cross (MA),46,Rutgers (NJ),0
1928,1928-10-13,Indiana St.,7,Valparaiso (IN),6
1928,1928-10-13,Indiana,6,Michigan,0
1928,1928-10-13,Indianapolis (IN),6,Ball St. (IN),6
1928,1928-10-13,Johns Hopkins (MD),0,Syracuse (NY),58
1928,1928-10-13,Johnson C. Smith (NC),7,Howard (DC),19
1928,1928-10-13,Kalamazoo (MI),6,Hillsdale (MI),6
1928,1928-10-13,Lafayette (PA),28,George Washington (DC),0
1928,1928-10-13,Louisville (KY),0,Detroit (MI),46
1928,1928-10-13,Maine,0,Connecticut,0
1928,1928-10-13,Manhattan (NY),14,Saint John's (NY),7
1928,1928-10-13,Maryland,7,South Carolina,21
1928,1928-10-13,McKendree (IL),0,Missouri S&T,19
1928,1928-10-13,Mercer (GA),7,Samford (AL),15
1928,1928-10-13,Michigan Tech,0,Northern Michigan,31
1928,1928-10-13,Middlebury (VT),0,Massachusetts,7
1928,1928-10-13,Minnesota,15,Purdue (IN),0
1928,1928-10-13,Mississippi College,19,Louisiana-Lafayette,0
1928,1928-10-13,Mississippi,12,Tennessee,13
1928,1928-10-13,Montana St.,6,Nebraska,26
1928,1928-10-13,Montana,0,Washington,25
1928,1928-10-13,Navy (MD),0,Notre Dame (IN),7
1928,1928-10-13,Nevada,6,Santa Clara (CA),19
1928,1928-10-13,New Hampshire,12,Rhode Island,0
1928,1928-10-13,Newberry (SC),6,Citadel (SC),32
1928,1928-10-13,North Carolina A&T,20,North Carolina Central,0
1928,1928-10-13,North Dakota St.,7,Wisconsin,13
1928,1928-10-13,Northeastern St. (OK),6,Northwestern Oklahoma St.,0
1928,1928-10-13,Northern Colorado,6,Colorado,21
1928,1928-10-13,Northwest Missouri St.,44,Southeast Missouri St.,0
1928,1928-10-13,Northwestern (IL),0,Ohio St.,10
1928,1928-10-13,Northwestern St. (LA),6,Louisiana Tech,0
1928,1928-10-13,Oklahoma St.,0,Creighton (NE),37
1928,1928-10-13,Pennsylvania,67,Swarthmore (PA),0
1928,1928-10-13,Pittsburgh (PA),6,West Virginia,9
1928,1928-10-13,Princeton (NJ),0,Virginia,0
1928,1928-10-13,Southern California,19,Saint Mary's (CA),6
1928,1928-10-13,Stanford (CA),45,UCLA,7
1928,1928-10-13,Texas A&M,0,Centenary (LA),6
1928,1928-10-13,Texas,12,Vanderbilt (TN),13
1928,1928-10-13,Tuskegee (AL),46,Florida A&M,0
1928,1928-10-13,Utah St.,7,Denver (CO),7
1928,1928-10-13,Wagner (NY),13,Brooklyn Centre City College (NY),14
1928,1928-10-13,Willamette (OR),6,Oregon,38
1928,1928-10-13,William & Mary (VA),0,Wake Forest (NC),0
1928,1928-10-13,Yale (CT),21,Georgia,6
1928,1928-10-18,Newberry (SC),13,Wofford (SC),14
1928,1928-10-18,North Carolina St.,37,Wake Forest (NC),0
1928,1928-10-19,Adrian (MI),0,Eastern Michigan,38
1928,1928-10-19,Central Missouri St.,7,Truman St. (MO),13
1928,1928-10-19,East Central (OK),0,Oklahoma Baptist University,48
1928,1928-10-19,Missouri St.,40,Southeast Missouri St.,0
1928,1928-10-19,Presbyterian (SC),0,South Carolina,13
1928,1928-10-19,Utah St.,24,Wyoming,6
1928,1928-10-20,Akron (OH),8,Kent St. (OH),6
1928,1928-10-20,Alabama,13,Tennessee,15
1928,1928-10-20,Allegheny (PA),0,Pittsburgh (PA),29
1928,1928-10-20,Amherst (MA),19,Hamilton (NY),0
1928,1928-10-20,Arizona St.,0,Texas-El Paso,0
1928,1928-10-20,Arizona,39,Arizona St.,0
1928,1928-10-20,Arkansas St.,20,Lambuth (TN),6
1928,1928-10-20,Arkansas,7,Texas,20
1928,1928-10-20,Auburn (AL),0,Mississippi,19
1928,1928-10-20,Baylor (TX),28,Centenary (LA),6
1928,1928-10-20,Black Hills St. (SD),13,Northern St. (SD),0
1928,1928-10-20,Bowling Green (OH),14,Toledo (OH),0
1928,1928-10-20,Brooklyn Centre City College (NY),0,Long Island-Brooklyn (NY),0
1928,1928-10-20,Brown (RI),14,Yale (CT),32
1928,1928-10-20,Bucknell (PA),0,Lafayette (PA),0
1928,1928-10-20,Cal Poly-San Luis Obispo,0,San Jose St. (CA),6
1928,1928-10-20,California (PA),0,Indiana (PA),6
1928,1928-10-20,California,0,Southern California,0
1928,1928-10-20,Carthage (WI),2,Parsons (IA),39
1928,1928-10-20,Central Oklahoma,31,Northwestern Oklahoma St.,7
1928,1928-10-20,Chicago (IL),7,Minnesota,33
1928,1928-10-20,Cincinnati (OH),0,Ohio,65
1928,1928-10-20,Citadel (SC),26,Davidson (NC),12
1928,1928-10-20,Clark Atlanta (GA),13,Tuskegee (AL),9
1928,1928-10-20,Colgate (NY),16,Michigan St.,0
1928,1928-10-20,Colorado School of Mines,0,Colorado,39
1928,1928-10-20,Colorado St.,0,Utah,6
1928,1928-10-20,Columbia (NY),7,Dartmouth (NH),21
1928,1928-10-20,Duke (NC),0,Navy (MD),6
1928,1928-10-20,Eastern Illinois,19,Indiana St.,0
1928,1928-10-20,Elon (NC),0,Richmond (VA),34
1928,1928-10-20,Fordham (NY),19,Holy Cross (MA),13
1928,1928-10-20,Furman (SC),0,Georgia,7
1928,1928-10-20,Georgia Tech,13,Notre Dame (IN),0
1928,1928-10-20,Harvard (MA),0,Army (NY),15
1928,1928-10-20,Idaho,0,Stanford (CA),47
1928,1928-10-20,Illinois,13,Indiana,7
1928,1928-10-20,Iowa St.,19,Missouri,28
1928,1928-10-20,Kansas,7,Kansas St.,0
1928,1928-10-20,Kentucky,0,Northwestern (IL),7
1928,1928-10-20,Lake Forest (IL),7,Lawrence (WI),15
1928,1928-10-20,Lehigh (PA),0,Princeton (NJ),47
1928,1928-10-20,Louisiana College,18,Northwestern St. (LA),6
1928,1928-10-20,Louisiana St.,31,Mississippi St.,0
1928,1928-10-20,Loyola Marymount (CA),13,San Francisco (CA),18
1928,1928-10-20,Maine,7,New Hampshire,0
1928,1928-10-20,McMurry (TX),0,Texas Tech,3
1928,1928-10-20,Mercer (GA),0,Florida,73
1928,1928-10-20,Michigan,7,Ohio St.,19
1928,1928-10-20,Middle Tennessee St.,0,Western Kentucky,19
1928,1928-10-20,Miles (AL),6,Tennessee St.,6
1928,1928-10-20,Montana St.,6,Northern Colorado,2
1928,1928-10-20,Morehouse (GA),0,Howard (DC),7
1928,1928-10-20,Nebraska,7,Syracuse (NY),6
1928,1928-10-20,Nevada,6,Pacific (CA),7
1928,1928-10-20,North Carolina Central,6,South Carolina St.,0
1928,1928-10-20,North Carolina,14,Virginia Tech,16
1928,1928-10-20,North Central (IL),25,Wheaton (IL),0
1928,1928-10-20,North Dakota,6,South Dakota St.,0
1928,1928-10-20,Northern Arizona,12,New Mexico,0
1928,1928-10-20,Northern Michigan,0,Central Michigan,26
1928,1928-10-20,Oklahoma Panhandle St.,9,Cameron (OK),7
1928,1928-10-20,Oklahoma St.,0,Marquette (WI),26
1928,1928-10-20,Oklahoma,7,Creighton (NE),0
1928,1928-10-20,Oregon St.,7,Washington St.,9
1928,1928-10-20,Oregon,27,Washington,0
1928,1928-10-20,Pennsylvania,14,Penn St.,0
1928,1928-10-20,Purdue (IN),19,Wisconsin,19
1928,1928-10-20,Rice (TX),13,Southern Methodist (TX),53
1928,1928-10-20,Rutgers (NJ),0,New York (NY),48
1928,1928-10-20,Saint Francis (PA),32,George Washington (DC),0
1928,1928-10-20,Samford (AL),53,Louisiana Tech,6
1928,1928-10-20,Stephen F. Austin (TX),7,North Texas,14
1928,1928-10-20,Susquehanna (PA),7,Swarthmore (PA),37
1928,1928-10-20,Tennessee-Chattanooga,70,Louisville (KY),0
1928,1928-10-20,Texas A&M,0,Texas Christian,6
1928,1928-10-20,Tulane (LA),6,Vanderbilt (TN),13
1928,1928-10-20,Tulsa (OK),46,Wichita St. (KS),0
1928,1928-10-20,Valparaiso (IN),12,Northern Illinois,6
1928,1928-10-20,Virginia Military Institute,9,Virginia,0
1928,1928-10-20,West Liberty St. (WV),13,Broaddus College (WV),0
1928,1928-10-25,Clemson (SC),32,South Carolina,0
1928,1928-10-26,Arkansas Tech,6,Ouachita Baptist (AR),0
1928,1928-10-26,Charleston (WV),0,Marshall (WV),45
1928,1928-10-26,Eureka (IL),3,Illinois St.,0
1928,1928-10-26,Hendrix (AR),0,Henderson St. (AR),47
1928,1928-10-26,McMurry (TX),49,Stephen F. Austin (TX),0
1928,1928-10-26,Memphis (TN),13,Middle Tennessee St.,13
1928,1928-10-26,Newberry (SC),12,Presbyterian (SC),6
1928,1928-10-26,Northwest Missouri St.,0,Missouri St.,14
1928,1928-10-26,Southeast Missouri St.,6,Southern Illinois,6
1928,1928-10-26,Southern Arkansas,22,Arkansas St.,0
1928,1928-10-27,Albion (MI),14,Kalamazoo (MI),0
1928,1928-10-27,Alma (MI),18,Hillsdale (MI),0
1928,1928-10-27,Arizona,12,Texas-El Paso,6
1928,1928-10-27,Arkansas-Monticello,0,Central Arkansas,39
1928,1928-10-27,Beloit (WI),7,Lawrence (WI),6
1928,1928-10-27,Birmingham-Southern (AL),20,Mercer (GA),20
1928,1928-10-27,Bluffton (OH),25,Findlay (OH),6
1928,1928-10-27,Boston College (MA),27,Boston (MA),7
1928,1928-10-27,Brigham Young (UT),0,Utah St.,10
1928,1928-10-27,California-Davis,0,San Francisco (CA),14
1928,1928-10-27,Central Michigan,0,Eastern Michigan,36
1928,1928-10-27,Central Oklahoma,7,Emporia St. (KS),23
1928,1928-10-27,Chicago (IL),0,Purdue (IN),40
1928,1928-10-27,Clark Atlanta (GA),7,Morehouse (GA),6
1928,1928-10-27,Colgate (NY),6,New York (NY),47
1928,1928-10-27,Colorado,6,Utah,25
1928,1928-10-27,Cornell (NY),0,Princeton (NJ),3
1928,1928-10-27,Dartmouth (NH),7,Harvard (MA),19
1928,1928-10-27,Davidson (NC),6,Wake Forest (NC),25
1928,1928-10-27,Dayton (OH),0,Detroit (MI),7
1928,1928-10-27,Delaware,0,Rutgers (NJ),34
1928,1928-10-27,Drake (IA),6,Notre Dame (IN),32
1928,1928-10-27,Eastern Kentucky,0,Morehead St. (KY),18
1928,1928-10-27,Florida,14,North Carolina St.,7
1928,1928-10-27,Fresno St. (CA),0,Stanford (CA),47
1928,1928-10-27,Furman (SC),26,Wofford (SC),0
1928,1928-10-27,Georgetown (DC),35,Duke (NC),0
1928,1928-10-27,Georgia Tech,20,North Carolina,7
1928,1928-10-27,Georgia,20,Tulane (LA),14
1928,1928-10-27,Hanover (IN),18,Indianapolis (IN),0
1928,1928-10-27,Holy Cross (MA),6,Marquette (WI),6
1928,1928-10-27,Idaho,20,UCLA,6
1928,1928-10-27,Illinois,6,Northwestern (IL),0
1928,1928-10-27,Indiana (PA),32,Lock Haven (PA),6
1928,1928-10-27,Indiana,0,Ohio St.,13
1928,1928-10-27,Iowa St.,0,Kansas,0
