# One (school, season) record. Hand-maintained — no automated process writes here.
#   source=history       per-season W-L-T. Covers 1936->present for every program,
#     plus 1869-1935 wherever game-level records survive (every game in which one
#     side is a current FBS program contributes a W / L / T; a tie for both sides
#     on equal scores). Sparse before ~1905, so those early totals sit below the book.
#   source=ncaa          one row (1935) per program in _staging_wins_ncaa.csv; sized so the
#     all-time OFFICIAL total (as-played minus wins_vacated) matches the NCAA "FBS
#     Records" book through its `through` year, with the live current season on top.
#   source=ncaa-history  per-season rows from a program's NCAA stats.org team
#     history page (stats.ncaa.org/teams/history), used where we hold no game-level
#     data and the program is not in the FBS Records book (Jacksonville St., Sam
#     Houston, Missouri St. — their full pre-2003 record).
#   source=manual        any hand rows.
# A tie counts as half a win in win %.
# wins_vacated / losses_vacated: NCAA-vacated results - removed only in the
#   "NCAA official" wins toggle; the trajectory and default view use as-played.
school,season,wins,losses,ties,wins_vacated,losses_vacated,vacated_note,source
# --- 6 programs added Aug 2026 (JMU, Jax State, Sam Houston, Kennesaw, Delaware, Missouri State) ---
# Per-season 2003-2025 rows; a few clearly-partial seasons hand-corrected (Jax State 2013, Sam Houston 2008 & 2022).
# The season=1935 row is a pre-2003 all-time LUMP (W-L-T) from published program records —
#   VERIFY against each media guide. Kennesaw State (football since 2015) needs no lump.
Mississippi State,2019,6,7,0,,,,history
Mississippi State,2020,4,7,0,,,,history
Mississippi State,2021,7,6,0,,,,history
Mississippi State,2022,9,4,0,,,,history
Mississippi State,2023,5,7,0,,,,history
Mississippi State,2024,2,10,0,,,,history
Mississippi State,2025,5,8,0,,,,history
Missouri,1895,2,0,0,,,,history
Missouri,1896,0,1,0,,,,history
Missouri,1897,0,1,0,,,,history
Missouri,1900,0,1,0,,,,history
Missouri,1901,1,6,1,,,,history
Missouri,1902,5,3,0,,,,history
Missouri,1903,1,7,1,,,,history
Missouri,1904,3,6,0,,,,history
Missouri,1905,5,4,0,,,,history
Missouri,1906,5,2,1,,,,history
Missouri,1907,7,2,0,,,,history
Missouri,1908,6,2,0,,,,history
Missouri,1909,7,0,1,,,,history
Missouri,1910,4,2,2,,,,history
Missouri,1911,2,4,2,,,,history
Missouri,1912,5,3,0,,,,history
Missouri,1913,7,1,0,,,,history
Missouri,1914,5,3,0,,,,history
Missouri,1915,2,5,1,,,,history
Missouri,1916,6,1,1,,,,history
Missouri,1917,3,5,0,,,,history
Missouri,1919,5,1,2,,,,history
Missouri,1920,7,1,0,,,,history
Missouri,1921,6,2,0,,,,history
Missouri,1922,5,3,0,,,,history
Missouri,1923,2,3,3,,,,history
Missouri,1924,7,2,0,,,,history
Missouri,1925,6,1,1,,,,history
Missouri,1926,5,1,2,,,,history
Missouri,1927,7,2,0,,,,history
Missouri,1928,4,4,0,,,,history
Missouri,1929,5,2,1,,,,history
Missouri,1930,2,5,2,,,,history
Missouri,1931,2,8,0,,,,history
Missouri,1932,1,7,1,,,,history
Missouri,1933,1,8,0,,,,history
Missouri,1934,0,8,1,,,,history
Missouri,1935,3,3,3,,,,history
Missouri,1936,6,2,1,,,,history
Missouri,1937,3,6,1,,,,history
Missouri,1938,6,3,0,,,,history
Missouri,1939,8,2,0,,,,history
Missouri,1940,6,3,0,,,,history
Missouri,1941,8,2,0,,,,history
Missouri,1942,8,3,1,,,,history
Missouri,1943,3,5,0,,,,history
Missouri,1944,3,5,2,,,,history
Missouri,1945,6,4,0,,,,history
Missouri,1946,5,4,1,,,,history
Missouri,1947,6,4,0,,,,history
Missouri,1948,8,3,0,,,,history
Missouri,1949,7,4,0,,,,history
Missouri,1950,4,5,1,,,,history
Missouri,1951,2,8,0,,,,history
Missouri,1952,5,5,0,,,,history
Missouri,1953,6,4,0,,,,history
Missouri,1954,4,5,1,,,,history
Missouri,1955,1,9,0,,,,history
Missouri,1956,4,5,1,,,,history
Missouri,1957,5,4,1,,,,history
Missouri,1958,5,4,1,,,,history
Missouri,1959,6,5,0,,,,history
Missouri,1960,10,1,0,,,,history
Missouri,1961,7,2,1,,,,history
Missouri,1962,8,1,2,,,,history
Missouri,1963,7,3,0,,,,history
Missouri,1964,6,3,1,,,,history
Missouri,1965,8,2,1,,,,history
Missouri,1966,6,3,1,,,,history
Missouri,1967,7,3,0,,,,history
Missouri,1968,8,3,0,,,,history
Missouri,1969,9,2,0,,,,history
Missouri,1970,5,6,0,,,,history
Missouri,1971,1,10,0,,,,history
Missouri,1972,6,6,0,,,,history
Missouri,1973,8,4,0,,,,history
Missouri,1974,7,4,0,,,,history
Missouri,1975,6,5,0,,,,history
Missouri,1976,6,5,0,,,,history
Missouri,1977,4,7,0,,,,history
Missouri,1978,8,4,0,,,,history
Missouri,1979,7,5,0,,,,history
Missouri,1980,8,4,0,,,,history
Missouri,1981,8,4,0,,,,history
Missouri,1982,5,4,2,,,,history
Missouri,1983,7,5,0,,,,history
Missouri,1984,3,7,1,,,,history
Missouri,1985,1,10,0,,,,history
Missouri,1986,3,8,0,,,,history
Missouri,1987,5,6,0,,,,history
Missouri,1988,3,7,1,,,,history
Missouri,1989,2,9,0,,,,history
Missouri,1990,4,7,0,,,,history
Missouri,1991,3,7,1,,,,history
Missouri,1992,3,8,0,,,,history
Missouri,1993,3,7,1,,,,history
Missouri,1994,3,8,1,,,,history
Missouri,1995,3,8,0,,,,history
Missouri,1996,5,6,0,,,,history
Missouri,1997,7,5,0,,,,history
Missouri,1998,8,4,0,,,,history
Missouri,1999,4,7,0,,,,history
Missouri,2000,3,8,0,,,,history
Missouri,2001,4,7,0,,,,history
Missouri,2002,5,7,0,,,,history
Missouri,2003,8,5,0,,,,history
Missouri,2004,5,6,0,,,,history
Missouri,2005,7,5,0,,,,history
Missouri,2006,8,5,0,,,,history
Missouri,2007,12,2,0,,,,history
Missouri,2008,10,4,0,,,,history
Missouri,2009,8,5,0,,,,history
Missouri,2010,10,3,0,,,,history
Missouri,2011,8,5,0,,,,history
Missouri,2012,5,7,0,,,,history
Missouri,2013,12,2,0,,,,history
Missouri,2014,11,3,0,,,,history
Missouri,2015,5,7,0,5,0,Pinkel,history
Missouri,2016,4,8,0,4,0,Odom,history
Missouri,2017,7,6,0,,,,history
Missouri,2018,8,5,0,,,,history
Missouri,2019,6,6,0,,,,history
Missouri,2020,5,5,0,,,,history
Missouri,2021,6,7,0,,,,history
Missouri,2022,6,7,0,,,,history
Missouri,2023,11,2,0,,,,history
Missouri,2024,10,3,0,,,,history
Missouri,2025,8,5,0,,,,history
Missouri State,1909,4,2,0,,,,ncaa-history
Missouri State,1910,1,4,0,,,,ncaa-history
Missouri State,1911,1,6,0,,,,ncaa-history
Missouri State,1912,0,4,0,,,,ncaa-history
Missouri State,1914,6,0,0,,,,ncaa-history
Missouri State,1915,4,2,0,,,,ncaa-history
Missouri State,1916,2,2,2,,,,ncaa-history
Missouri State,1917,3,1,1,,,,ncaa-history
Missouri State,1918,1,2,0,,,,ncaa-history
Missouri State,1919,3,4,0,,,,ncaa-history
Missouri State,1920,2,6,0,,,,ncaa-history
Missouri State,1921,3,4,0,,,,ncaa-history
Missouri State,1922,7,0,0,,,,ncaa-history
Missouri State,1923,7,2,0,,,,ncaa-history
Missouri State,1924,1,6,1,,,,ncaa-history
Missouri State,1925,4,2,2,,,,ncaa-history
Missouri State,1926,3,5,0,,,,ncaa-history
Missouri State,1927,4,3,0,,,,ncaa-history
Missouri State,1928,7,1,1,,,,ncaa-history
Missouri State,1929,6,2,1,,,,ncaa-history
Missouri State,1930,4,5,0,,,,ncaa-history
Missouri State,1931,5,2,1,,,,ncaa-history
Missouri State,1932,3,2,2,,,,ncaa-history
Missouri State,1933,2,5,0,,,,ncaa-history
Missouri State,1934,1,5,1,,,,ncaa-history
Missouri State,1935,3,4,1,,,,ncaa-history
Missouri State,1936,1,5,2,,,,ncaa-history
Missouri State,1937,0,8,1,,,,ncaa-history
Missouri State,1938,5,2,2,,,,ncaa-history
Missouri State,1939,7,1,1,,,,ncaa-history
Missouri State,1940,10,0,0,,,,ncaa-history
Missouri State,1941,8,3,0,,,,ncaa-history
Missouri State,1942,2,7,1,,,,ncaa-history
Missouri State,1945,5,1,2,,,,ncaa-history
Missouri State,1946,2,6,0,,,,ncaa-history
Missouri State,1947,7,2,1,,,,ncaa-history
Missouri State,1948,9,2,0,,,,ncaa-history
Missouri State,1949,5,4,1,,,,ncaa-history
Missouri State,1950,5,4,2,,,,ncaa-history
Missouri State,1951,6,3,1,,,,ncaa-history
Missouri State,1952,3,6,0,,,,ncaa-history
Missouri State,1953,3,6,0,,,,ncaa-history
Missouri State,1954,2,6,0,,,,ncaa-history
Missouri State,1955,2,6,1,,,,ncaa-history
Missouri State,1956,3,6,0,,,,ncaa-history
Missouri State,1957,4,4,1,,,,ncaa-history
Missouri State,1958,4,5,0,,,,ncaa-history
Missouri State,1959,4,5,0,,,,ncaa-history
Missouri State,1960,2,7,0,,,,ncaa-history
Missouri State,1961,4,4,1,,,,ncaa-history
Missouri State,1962,5,3,1,,,,ncaa-history
Missouri State,1963,9,1,0,,,,ncaa-history
Missouri State,1964,6,4,0,,,,ncaa-history
Missouri State,1965,7,3,0,,,,ncaa-history
Missouri State,1966,7,4,0,,,,ncaa-history
Missouri State,1967,4,6,0,,,,ncaa-history
Missouri State,1968,2,8,0,,,,ncaa-history
Missouri State,1969,0,10,0,,,,ncaa-history
Missouri State,1970,2,7,1,,,,ncaa-history
Missouri State,1971,1,8,1,,,,ncaa-history
Missouri State,1972,4,6,0,,,,ncaa-history
Missouri State,1973,3,7,0,,,,ncaa-history
Missouri State,1974,7,3,0,,,,ncaa-history
Missouri State,1975,6,4,1,,,,ncaa-history
Missouri State,1976,5,6,0,,,,ncaa-history
Missouri State,1977,6,3,1,,,,ncaa-history
Missouri State,1978,8,3,0,,,,ncaa-history
Missouri State,1979,7,4,0,,,,ncaa-history
Missouri State,1980,6,5,0,,,,ncaa-history
Missouri State,1981,3,5,2,,,,ncaa-history
Missouri State,1982,5,6,0,,,,ncaa-history
Missouri State,1983,6,5,0,,,,ncaa-history
Missouri State,1984,6,3,1,,,,ncaa-history
Missouri State,1985,6,4,1,,,,ncaa-history
Missouri State,1986,3,7,0,,,,ncaa-history
Missouri State,1987,5,6,0,,,,ncaa-history
Missouri State,1988,5,5,0,,,,ncaa-history
Missouri State,1989,10,3,0,,,,ncaa-history
Missouri State,1990,9,3,0,,,,ncaa-history
Missouri State,1991,6,4,1,,,,ncaa-history
Missouri State,1992,6,5,0,,,,ncaa-history
Missouri State,1993,7,4,0,,,,ncaa-history
Missouri State,1994,4,7,0,,,,ncaa-history
Missouri State,1995,4,7,0,,,,ncaa-history
Missouri State,1996,7,4,0,,,,ncaa-history
Missouri State,1997,5,6,0,,,,ncaa-history
Missouri State,1998,5,6,0,,,,ncaa-history
Missouri State,1999,5,6,0,,,,ncaa-history
Missouri State,2000,5,6,0,,,,ncaa-history
Missouri State,2001,6,5,0,,,,ncaa-history
Missouri State,2002,4,7,0,,,,ncaa-history
Missouri State,2003,4,7,0,,,,manual
Missouri State,2004,6,5,0,,,,manual
Missouri State,2005,4,6,0,,,,manual
Missouri State,2006,2,9,0,,,,manual
Missouri State,2007,6,5,0,,,,manual
Missouri State,2008,4,7,0,,,,manual
Missouri State,2009,6,5,0,,,,manual
Missouri State,2010,5,6,0,,,,manual
Missouri State,2011,2,9,0,,,,manual
Missouri State,2012,3,8,0,,,,manual
Missouri State,2013,5,7,0,,,,manual
Missouri State,2014,4,8,0,,,,manual
Missouri State,2015,1,10,0,,,,manual
Missouri State,2016,4,7,0,,,,manual
Missouri State,2017,3,8,0,,,,manual
Missouri State,2018,4,7,0,,,,manual
Missouri State,2019,1,10,0,,,,manual
Missouri State,2020,5,5,0,,,,manual
Missouri State,2021,8,4,0,,,,manual
Missouri State,2022,5,6,0,,,,manual
Missouri State,2023,4,7,0,,,,manual
Missouri State,2024,8,4,0,,,,manual
Missouri State,2025,7,6,0,,,,manual
Navy,1888,0,1,0,,,,history
Navy,1889,0,1,1,,,,history
Navy,1890,1,1,0,,,,history
Navy,1891,5,2,0,,,,history
Navy,1892,5,2,0,,,,history
Navy,1893,1,2,0,,,,history
Navy,1894,1,1,0,,,,history
Navy,1895,0,1,0,,,,history
Navy,1896,5,3,0,,,,history
Navy,1897,7,1,0,,,,history
Navy,1898,7,1,0,,,,history
Navy,1899,5,3,0,,,,history
Navy,1900,6,3,0,,,,history
Navy,1901,6,4,1,,,,history
Navy,1902,2,7,1,,,,history
Navy,1903,4,7,1,,,,history
Navy,1904,7,2,1,,,,history
Navy,1905,10,1,1,,,,history
Navy,1906,8,2,2,,,,history
Navy,1907,9,2,1,,,,history
Navy,1908,9,2,1,,,,history
Navy,1909,4,3,1,,,,history
Navy,1910,8,0,1,,,,history
Navy,1911,6,0,3,,,,history
Navy,1912,6,3,0,,,,history
Navy,1913,7,1,1,,,,history
Navy,1914,6,3,0,,,,history
Navy,1915,3,5,1,,,,history
Navy,1916,6,3,1,,,,history
Navy,1917,7,1,0,,,,history
Navy,1918,4,1,0,,,,history
Navy,1919,7,1,0,,,,history
Navy,1920,6,2,0,,,,history
Navy,1921,6,1,0,,,,history
Navy,1922,5,2,0,,,,history
Navy,1923,5,1,3,,,,history
Navy,1924,2,6,0,,,,history
Navy,1925,5,2,1,,,,history
Navy,1926,9,0,1,,,,history
Navy,1927,6,3,0,,,,history
Navy,1928,5,3,1,,,,history
Navy,1929,6,2,2,,,,history
Navy,1930,6,5,0,,,,history
Navy,1931,5,5,1,,,,history
Navy,1932,2,6,1,,,,history
Navy,1933,5,4,0,,,,history
Navy,1934,8,1,0,,,,history
Navy,1935,5,4,0,,,,history
Navy,1936,6,3,0,,,,history
Navy,1937,4,4,1,,,,history
Navy,1938,4,3,2,,,,history
Navy,1939,3,5,1,,,,history
Navy,1940,6,2,1,,,,history
Navy,1941,7,1,1,,,,history
Navy,1942,5,4,0,,,,history
Navy,1943,8,1,0,,,,history
Navy,1944,6,3,0,,,,history
Navy,1945,7,1,1,,,,history
Navy,1946,1,8,0,,,,history
Navy,1947,1,7,1,,,,history
Navy,1948,0,8,1,,,,history
Navy,1949,3,5,1,,,,history
Navy,1950,3,6,0,,,,history
Navy,1951,2,6,1,,,,history
Navy,1952,6,2,1,,,,history
Navy,1953,4,3,2,,,,history
Navy,1954,8,2,0,,,,history
Navy,1955,6,2,1,,,,history
Navy,1956,6,1,2,,,,history
Navy,1957,9,1,1,,,,history
Navy,1958,6,3,0,,,,history
Navy,1959,5,4,1,,,,history
Navy,1960,9,2,0,,,,history
Navy,1961,7,3,0,,,,history
Navy,1962,5,5,0,,,,history
Navy,1963,9,2,0,,,,history
Navy,1964,3,6,1,,,,history
Navy,1965,4,4,2,,,,history
Navy,1966,4,6,0,,,,history
Navy,1967,5,4,1,,,,history
Navy,1968,2,8,0,,,,history
Navy,1969,1,9,0,,,,history
Navy,1970,2,9,0,,,,history
Navy,1971,3,8,0,,,,history
Navy,1972,4,7,0,,,,history
Navy,1973,4,7,0,,,,history
Navy,1974,4,7,0,,,,history
Navy,1975,7,4,0,,,,history
Navy,1976,4,7,0,,,,history
Navy,1977,5,6,0,,,,history
Navy,1978,9,3,0,,,,history
Navy,1979,7,4,0,,,,history
Navy,1980,8,4,0,,,,history
Navy,1981,7,4,1,,,,history
Navy,1982,6,5,0,,,,history
Navy,1983,3,8,0,,,,history
Navy,1984,4,6,1,,,,history
Navy,1985,4,7,0,,,,history
Navy,1986,3,8,0,,,,history
Navy,1987,2,9,0,,,,history
Navy,1988,3,8,0,,,,history
Navy,1989,3,8,0,,,,history
Navy,1990,5,6,0,,,,history
Navy,1991,1,10,0,,,,history
Navy,1992,1,10,0,,,,history
Navy,1993,4,7,0,,,,history
Navy,1994,3,8,0,,,,history
Navy,1995,5,6,0,,,,history
Navy,1996,9,3,0,,,,history
Navy,1997,7,4,0,,,,history
Navy,1998,3,8,0,,,,history
Navy,1999,5,7,0,,,,history
Navy,2000,1,10,0,,,,history
Navy,2001,0,10,0,,,,history
Navy,2002,2,10,0,,,,history
Navy,2003,8,5,0,,,,history
Navy,2004,10,2,0,,,,history
Navy,2005,8,4,0,,,,history
Navy,2006,9,4,0,,,,history
Navy,2007,8,5,0,,,,history
Navy,2008,8,5,0,,,,history
Navy,2009,10,4,0,,,,history
Navy,2010,9,4,0,,,,history
Navy,2011,5,7,0,,,,history
Navy,2012,8,5,0,,,,history
Navy,2013,9,4,0,,,,history
Navy,2014,8,5,0,,,,history
Navy,2015,11,2,0,,,,history
Navy,2016,9,5,0,,,,history
Navy,2017,7,6,0,,,,history
Navy,2018,3,10,0,,,,history
Navy,2019,11,2,0,,,,history
Navy,2020,3,7,0,,,,history
Navy,2021,4,8,0,,,,history
Navy,2022,4,8,0,,,,history
Navy,2023,5,7,0,,,,history
Navy,2024,10,3,0,,,,history
Navy,2025,11,2,0,,,,history
Nebraska,1935,264,87,26,,,,ncaa
Nebraska,1936,7,2,0,,,,history
Nebraska,1937,6,1,2,,,,history
Nebraska,1938,3,5,1,,,,history
Nebraska,1939,7,1,1,,,,history
Nebraska,1940,8,2,0,,,,history
Nebraska,1941,4,5,0,,,,history
Nebraska,1942,3,7,0,,,,history
Nebraska,1943,2,6,0,,,,history
Nebraska,1944,2,6,0,,,,history
Nebraska,1945,4,5,0,,,,history
Nebraska,1946,3,6,0,,,,history
Nebraska,1947,2,7,0,,,,history
Nebraska,1948,2,8,0,,,,history
Nebraska,1949,4,5,0,,,,history
Nebraska,1950,6,2,1,,,,history
Nebraska,1951,1,8,1,,,,history
Nebraska,1952,5,4,1,,,,history
Nebraska,1953,3,6,1,,,,history
Nebraska,1954,6,5,0,,,,history
Nebraska,1955,5,5,0,,,,history
Nebraska,1956,4,6,0,,,,history
Nebraska,1957,1,9,0,,,,history
Nebraska,1958,3,7,0,,,,history
Nebraska,1959,4,6,0,,,,history
Nebraska,1960,4,6,0,,,,history
Nebraska,1961,3,6,1,,,,history
Nebraska,1962,9,2,0,,,,history
Nebraska,1963,10,1,0,,,,history
Nebraska,1964,9,2,0,,,,history
Nebraska,1965,10,1,0,,,,history
Nebraska,1966,9,2,0,,,,history
Nebraska,1967,6,4,0,,,,history
Nebraska,1968,6,4,0,,,,history
Nebraska,1969,9,2,0,,,,history
Nebraska,1970,11,0,1,,,,history
Nebraska,1971,13,0,0,,,,history
Nebraska,1972,9,2,1,,,,history
Nebraska,1973,9,2,1,,,,history
Nebraska,1974,9,3,0,,,,history
Nebraska,1975,10,2,0,,,,history
Nebraska,1976,9,3,1,,,,history
Nebraska,1977,9,3,0,,,,history
Nebraska,1978,9,3,0,,,,history
Nebraska,1979,10,2,0,,,,history
Nebraska,1980,10,2,0,,,,history
Nebraska,1981,9,3,0,,,,history
Nebraska,1982,12,1,0,,,,history
Nebraska,1983,12,1,0,,,,history
Nebraska,1984,10,2,0,,,,history
Nebraska,1985,9,3,0,,,,history
Nebraska,1986,10,2,0,,,,history
Nebraska,1987,10,2,0,,,,history
Nebraska,1988,11,2,0,,,,history
Nebraska,1989,10,2,0,,,,history
Nebraska,1990,9,3,0,,,,history
Nebraska,1991,9,2,1,,,,history
Nebraska,1992,9,3,0,,,,history
Nebraska,1993,11,1,0,,,,history
Nebraska,1994,13,0,0,,,,history
Nebraska,1995,12,0,0,,,,history
Nebraska,1996,11,2,0,,,,history
Nebraska,1997,13,0,0,,,,history
Nebraska,1998,9,4,0,,,,history
Nebraska,1999,12,1,0,,,,history
Nebraska,2000,10,2,0,,,,history
Nebraska,2001,11,2,0,,,,history
Nebraska,2002,7,7,0,,,,history
Nebraska,2003,10,3,0,,,,history
Nebraska,2004,5,6,0,,,,history
Nebraska,2005,8,4,0,,,,history
Nebraska,2006,9,5,0,,,,history
Nebraska,2007,5,7,0,,,,history
Nebraska,2008,9,4,0,,,,history
Nebraska,2009,10,4,0,,,,history
Nebraska,2010,10,4,0,,,,history
Nebraska,2011,9,4,0,,,,history
Nebraska,2012,10,4,0,,,,history
Nebraska,2013,9,4,0,,,,history
Nebraska,2014,9,4,0,,,,history
Nebraska,2015,6,7,0,,,,history
Nebraska,2016,9,4,0,,,,history
Nebraska,2017,4,8,0,,,,history
Nebraska,2018,4,8,0,,,,history
Nebraska,2019,5,7,0,,,,history
Nebraska,2020,3,5,0,,,,history
Nebraska,2021,3,9,0,,,,history
Nebraska,2022,4,8,0,,,,history
Nebraska,2023,5,7,0,,,,history
Nebraska,2024,7,6,0,,,,history
Nebraska,2025,7,6,0,,,,history
Nevada,1915,0,1,0,,,,history
Nevada,1916,1,0,0,,,,history
Nevada,1920,2,1,0,,,,history
Nevada,1921,2,1,1,,,,history
Nevada,1922,0,3,0,,,,history
Nevada,1923,0,2,1,,,,history
Nevada,1924,0,3,0,,,,history
Nevada,1925,0,1,0,,,,history
Nevada,1926,0,2,0,,,,history
Nevada,1927,0,2,0,,,,history
Nevada,1928,0,2,0,,,,history
Nevada,1929,0,3,0,,,,history
Nevada,1930,0,2,1,,,,history
Nevada,1931,0,3,0,,,,history
Nevada,1932,0,2,1,,,,history
Nevada,1933,1,3,0,,,,history
Nevada,1934,1,2,0,,,,history
Nevada,1935,0,3,0,,,,history
Nevada,1936,1,0,0,,,,history
Nevada,1937,1,1,0,,,,history
Nevada,1938,0,0,1,,,,history
Nevada,1939,0,2,0,,,,history
Nevada,1940,0,1,1,,,,history
Nevada,1941,0,4,0,,,,history
Nevada,1942,0,2,1,,,,history
Nevada,1943,1,1,0,,,,history
Nevada,1944,1,2,0,,,,history
Nevada,1945,1,3,0,,,,history
Nevada,1946,7,2,0,,,,history
Nevada,1947,9,2,0,,,,history
Nevada,1948,9,2,0,,,,history
Nevada,1949,5,5,0,,,,history
Nevada,1950,1,9,0,,,,history
Nevada,1951,0,0,0,,,,history
Nevada,1952,0,0,0,,,,history
Nevada,1953,0,0,0,,,,history
Nevada,1954,0,0,0,,,,history
Nevada,1955,0,0,0,,,,history
Nevada,1956,0,0,0,,,,history
Nevada,1957,0,0,0,,,,history
Nevada,1958,0,0,0,,,,history
Nevada,1959,0,0,0,,,,history
Nevada,1960,0,0,0,,,,history
Nevada,1961,0,0,0,,,,history
Nevada,1962,0,0,0,,,,history
Nevada,1963,0,0,0,,,,history
Nevada,1964,0,0,0,,,,history
Nevada,1965,0,0,0,,,,history
Nevada,1966,0,0,0,,,,history
Nevada,1967,0,0,0,,,,history
Nevada,1968,0,0,0,,,,history
Nevada,1969,0,1,0,,,,history
Nevada,1970,0,0,0,,,,history
Nevada,1971,0,0,0,,,,history
Nevada,1972,0,0,0,,,,history
Nevada,1973,0,0,0,,,,history
Nevada,1974,0,1,0,,,,history
Nevada,1975,0,0,0,,,,history
Nevada,1976,0,0,0,,,,history
Nevada,1977,0,0,0,,,,history
Nevada,1978,2,0,0,,,,history
Nevada,1979,0,1,0,,,,history
Nevada,1980,0,1,0,,,,history
Nevada,1981,1,0,0,,,,history
Nevada,1982,2,0,0,,,,history
Nevada,1983,1,4,0,,,,history
Nevada,1984,0,2,0,,,,history
Nevada,1985,2,0,0,,,,history
Nevada,1986,1,0,0,,,,history
Nevada,1987,0,1,0,,,,history
Nevada,1988,0,0,0,,,,history
Nevada,1989,1,0,0,,,,history
Nevada,1990,1,0,0,,,,history
Nevada,1991,1,0,0,,,,history
Nevada,1992,7,5,0,,,,history
Nevada,1993,7,4,0,,,,history
Nevada,1994,9,2,0,,,,history
Nevada,1995,9,3,0,,,,history
Nevada,1996,9,3,0,,,,history
Nevada,1997,5,6,0,,,,history
Nevada,1998,6,5,0,,,,history
Nevada,1999,3,8,0,,,,history
Nevada,2000,2,10,0,,,,history
Nevada,2001,3,8,0,,,,history
Nevada,2002,5,7,0,,,,history
Nevada,2003,6,6,0,,,,history
Nevada,2004,5,7,0,,,,history
Nevada,2005,9,3,0,,,,history
Nevada,2006,8,5,0,,,,history
Nevada,2007,6,7,0,,,,history
Nevada,2008,7,6,0,,,,history
Nevada,2009,8,5,0,,,,history
Nevada,2010,13,1,0,,,,history
Nevada,2011,7,6,0,,,,history
Nevada,2012,7,6,0,,,,history
Nevada,2013,4,8,0,,,,history
Nevada,2014,7,6,0,,,,history
Nevada,2015,7,6,0,,,,history
Nevada,2016,5,7,0,,,,history
Nevada,2017,3,9,0,,,,history
Nevada,2018,8,5,0,,,,history
Nevada,2019,7,6,0,,,,history
Nevada,2020,7,2,0,,,,history
Nevada,2021,8,5,0,,,,history
Nevada,2022,2,10,0,,,,history
Nevada,2023,2,10,0,,,,history
Nevada,2024,3,10,0,,,,history
Nevada,2025,3,9,0,,,,history
New Mexico,1909,0,1,0,,,,history
New Mexico,1916,0,2,0,,,,history
New Mexico,1919,0,0,1,,,,history
New Mexico,1920,0,1,0,,,,history
New Mexico,1921,0,1,0,,,,history
New Mexico,1922,0,2,0,,,,history
New Mexico,1923,0,2,0,,,,history
New Mexico,1924,1,0,0,,,,history
New Mexico,1925,0,1,1,,,,history
New Mexico,1926,1,1,0,,,,history
New Mexico,1927,1,0,0,,,,history
New Mexico,1928,1,0,0,,,,history
New Mexico,1930,0,2,0,,,,history
New Mexico,1931,3,3,1,,,,history
New Mexico,1932,1,6,1,,,,history
New Mexico,1933,3,4,1,,,,history
New Mexico,1934,8,1,0,,,,history
New Mexico,1935,6,4,0,,,,history
New Mexico,1936,2,7,0,,,,history
New Mexico,1937,4,4,1,,,,history
New Mexico,1938,8,3,0,,,,history
New Mexico,1939,8,2,0,,,,history
New Mexico,1940,5,4,0,,,,history
New Mexico,1941,5,4,1,,,,history
New Mexico,1942,4,5,2,,,,history
New Mexico,1943,1,2,0,,,,history
New Mexico,1944,1,7,0,,,,history
New Mexico,1945,6,1,1,,,,history
New Mexico,1946,5,5,2,,,,history
New Mexico,1947,4,5,1,,,,history
New Mexico,1948,2,9,0,,,,history
New Mexico,1949,2,8,0,,,,history
New Mexico,1950,2,8,0,,,,history
New Mexico,1951,4,7,0,,,,history
New Mexico,1952,7,2,0,,,,history
New Mexico,1953,5,3,1,,,,history
New Mexico,1954,5,5,0,,,,history
New Mexico,1955,2,8,0,,,,history
New Mexico,1956,4,6,0,,,,history
New Mexico,1957,4,6,0,,,,history
New Mexico,1958,7,3,0,,,,history
New Mexico,1959,7,3,0,,,,history
New Mexico,1960,5,5,0,,,,history
New Mexico,1961,7,4,0,,,,history
New Mexico,1962,7,2,1,,,,history
New Mexico,1963,6,4,0,,,,history
New Mexico,1964,9,2,0,,,,history
New Mexico,1965,3,7,0,,,,history
New Mexico,1966,2,8,0,,,,history
New Mexico,1967,1,9,0,,,,history
New Mexico,1968,0,10,0,,,,history
New Mexico,1969,4,6,0,,,,history
New Mexico,1970,7,3,0,,,,history
New Mexico,1971,6,3,2,,,,history
New Mexico,1972,3,8,0,,,,history
New Mexico,1973,4,7,0,,,,history
New Mexico,1974,4,6,1,,,,history
New Mexico,1975,6,5,0,,,,history
New Mexico,1976,4,7,0,,,,history
New Mexico,1977,5,7,0,,,,history
New Mexico,1978,7,5,0,,,,history
New Mexico,1979,6,6,0,,,,history
New Mexico,1980,4,7,0,,,,history
New Mexico,1981,4,7,1,,,,history
New Mexico,1982,10,1,0,,,,history
New Mexico,1983,6,6,0,,,,history
New Mexico,1984,4,8,0,,,,history
New Mexico,1985,3,8,0,,,,history
New Mexico,1986,4,8,0,,,,history
New Mexico,1987,0,11,0,,,,history
New Mexico,1988,2,10,0,,,,history
New Mexico,1989,2,10,0,,,,history
New Mexico,1990,2,10,0,,,,history
New Mexico,1991,3,9,0,,,,history
New Mexico,1992,3,8,0,,,,history
New Mexico,1993,6,5,0,,,,history
New Mexico,1994,5,7,0,,,,history
New Mexico,1995,4,7,0,,,,history
New Mexico,1996,6,5,0,,,,history
New Mexico,1997,9,4,0,,,,history
New Mexico,1998,3,9,0,,,,history
