school,season,wins,losses,ties,source
Allegheny,2019,0,0,0,cfbd
Allegheny,2020,0,0,0,cfbd
Allegheny,2021,0,0,0,cfbd
Allegheny,2022,2,7,0,cfbd
Allegheny,2023,3,7,0,cfbd
Allegheny,2024,1,9,0,cfbd
Allegheny,2025,4,6,0,cfbd
Allegheny,2026,0,0,0,cfbd
Allen,2014,0,0,0,cfbd
Allen,2015,0,0,0,cfbd
Allen,2016,0,0,0,cfbd
Allen,2017,0,0,0,cfbd
Allen,2018,0,0,0,cfbd
Allen,2019,0,0,0,cfbd
Allen,2020,0,0,0,cfbd
Allen,2021,3,5,0,cfbd
Allen,2022,1,8,1,cfbd
Allen,2023,7,3,0,cfbd
Allen,2024,2,8,0,cfbd
Allen,2025,6,5,0,cfbd
Allen,2026,0,0,0,cfbd
Alma,2014,0,0,0,cfbd
Alma,2015,0,0,0,cfbd
Alma,2016,0,0,0,cfbd
Alma,2017,0,0,0,cfbd
Alma,2018,0,0,0,cfbd
Alma,2019,0,0,0,cfbd
Alma,2020,1,1,0,cfbd
Alma,2021,0,0,0,cfbd
Alma,2022,11,1,0,cfbd
Alma,2023,12,1,0,cfbd
Alma,2024,8,2,0,cfbd
Alma,2025,8,3,0,cfbd
Alma,2026,0,0,0,cfbd
Alvernia,2014,0,0,0,cfbd
Alvernia,2015,0,0,0,cfbd
Alvernia,2016,0,0,0,cfbd
Alvernia,2017,0,0,0,cfbd
Alvernia,2018,0,0,0,cfbd
Alvernia,2019,0,0,0,cfbd
Alvernia,2020,0,3,0,cfbd
Alvernia,2021,0,0,0,cfbd
Alvernia,2022,3,7,0,cfbd
Alvernia,2023,1,9,0,cfbd
Alvernia,2024,1,9,0,cfbd
Alvernia,2025,0,10,0,cfbd
Alvernia,2026,0,0,0,cfbd
Amarillo Field,1944,5,4,0,cfbd
American International,2014,0,1,0,cfbd
American International,2015,0,1,0,cfbd
American International,2016,0,0,0,cfbd
American International,2017,0,0,0,cfbd
American International,2018,0,0,0,cfbd
American International,2019,0,0,0,cfbd
American International,2020,0,0,0,cfbd
American International,2021,4,6,0,cfbd
American International,2022,1,9,0,cfbd
American International,2023,3,8,0,cfbd
American International,2024,4,7,0,cfbd
American International,2025,2,8,0,cfbd
American International,2026,0,0,0,cfbd
Amherst,2014,0,0,0,cfbd
Amherst,2015,0,0,0,cfbd
Amherst,2016,0,0,0,cfbd
Amherst,2017,0,0,0,cfbd
Amherst,2018,0,0,0,cfbd
Amherst,2019,0,0,0,cfbd
Amherst,2020,0,0,0,cfbd
Amherst,2021,0,0,0,cfbd
Amherst,2022,2,7,0,cfbd
Amherst,2023,4,5,0,cfbd
Amherst,2024,2,7,0,cfbd
Amherst,2025,5,4,0,cfbd
Amherst,2026,0,0,0,cfbd
Anderson (IN),2014,0,0,0,cfbd
Anderson (IN),2015,0,0,0,cfbd
Anderson (IN),2016,0,0,0,cfbd
Anderson (IN),2017,0,0,0,cfbd
Anderson (IN),2018,0,0,0,cfbd
Anderson (IN),2019,0,0,0,cfbd
Anderson (IN),2020,1,4,0,cfbd
Anderson (IN),2021,0,0,0,cfbd
Anderson (IN),2022,1,9,0,cfbd
Anderson (IN),2023,0,10,0,cfbd
Anderson (IN),2024,2,8,0,cfbd
Anderson (IN),2025,2,8,0,cfbd
Anderson (IN),2026,0,0,0,cfbd
Anderson (SC),2024,3,8,0,cfbd
Anderson (SC),2025,5,6,0,cfbd
Anderson (SC),2026,0,1,0,cfbd
Angelo State,2014,0,0,0,cfbd
Angelo State,2015,0,0,0,cfbd
Angelo State,2016,0,0,0,cfbd
Angelo State,2017,0,0,0,cfbd
Angelo State,2018,0,1,0,cfbd
Angelo State,2019,0,0,0,cfbd
Angelo State,2020,1,1,0,cfbd
Angelo State,2021,11,3,0,cfbd
Angelo State,2022,12,1,0,cfbd
Angelo State,2023,7,3,0,cfbd
Angelo State,2024,9,3,0,cfbd
Angelo State,2025,6,5,0,cfbd
Angelo State,2026,0,0,0,cfbd
Anna Maria College,2014,0,0,0,cfbd
Anna Maria College,2015,0,0,0,cfbd
Anna Maria College,2016,0,0,0,cfbd
Anna Maria College,2017,0,0,0,cfbd
Anna Maria College,2018,0,0,0,cfbd
Anna Maria College,2019,0,0,0,cfbd
Anna Maria College,2020,0,0,0,cfbd
Anna Maria College,2021,0,0,0,cfbd
Anna Maria College,2022,5,4,0,cfbd
Anna Maria College,2023,5,4,0,cfbd
Anna Maria College,2024,4,4,0,cfbd
Anna Maria College,2025,7,3,0,cfbd
App State,1936,0,0,0,cfbd
App State,1937,0,0,0,cfbd
App State,1938,0,0,0,cfbd
App State,1939,0,0,0,cfbd
App State,1940,0,1,0,cfbd
App State,1941,0,0,0,cfbd
App State,1942,0,0,0,cfbd
App State,1945,0,0,0,cfbd
App State,1946,0,0,0,cfbd
App State,1947,0,0,0,cfbd
App State,1948,0,0,0,cfbd
App State,1949,0,0,0,cfbd
App State,1950,0,0,0,cfbd
App State,1951,0,0,0,cfbd
App State,1952,0,0,0,cfbd
App State,1953,0,0,0,cfbd
App State,1954,0,0,0,cfbd
App State,1955,0,0,0,cfbd
App State,1956,0,0,0,cfbd
App State,1957,0,0,0,cfbd
App State,1958,0,0,0,cfbd
App State,1959,0,0,0,cfbd
App State,1960,0,0,0,cfbd
App State,1961,0,0,0,cfbd
App State,1962,0,0,0,cfbd
App State,1963,0,0,0,cfbd
App State,1964,0,0,0,cfbd
App State,1965,0,0,0,cfbd
App State,1966,0,0,0,cfbd
App State,1967,0,0,0,cfbd
App State,1968,0,0,0,cfbd
App State,1969,0,0,0,cfbd
App State,1970,0,0,0,cfbd
App State,1971,1,0,1,cfbd
App State,1972,5,5,1,cfbd
App State,1973,3,7,1,cfbd
App State,1974,6,5,0,cfbd
App State,1975,8,3,0,cfbd
App State,1976,6,4,1,cfbd
App State,1977,2,9,0,cfbd
App State,1978,7,4,0,cfbd
App State,1979,3,8,0,cfbd
App State,1980,6,4,1,cfbd
App State,1981,3,7,1,cfbd
App State,1982,0,2,0,cfbd
App State,1983,1,1,0,cfbd
App State,1984,0,2,0,cfbd
App State,1985,0,2,0,cfbd
App State,1986,0,1,0,cfbd
App State,1987,0,2,0,cfbd
App State,1988,0,1,1,cfbd
App State,1989,1,0,0,cfbd
App State,1990,0,3,0,cfbd
App State,1991,1,1,0,cfbd
App State,1992,0,2,0,cfbd
App State,1993,0,1,0,cfbd
App State,1994,0,1,0,cfbd
App State,1995,1,0,0,cfbd
App State,1996,0,1,0,cfbd
App State,1997,0,1,0,cfbd
App State,1998,1,0,0,cfbd
App State,1999,0,1,0,cfbd
App State,2000,1,0,0,cfbd
App State,2001,0,1,0,cfbd
App State,2002,0,1,0,cfbd
App State,2003,7,4,0,cfbd
App State,2004,6,5,0,cfbd
App State,2005,10,3,0,cfbd
App State,2006,12,1,0,cfbd
App State,2007,11,2,0,cfbd
App State,2008,11,3,0,cfbd
App State,2009,11,2,0,cfbd
App State,2010,10,2,0,cfbd
App State,2011,8,4,0,cfbd
App State,2012,8,4,0,cfbd
App State,2013,4,8,0,cfbd
App State,2014,7,5,0,cfbd
App State,2015,11,2,0,cfbd
App State,2016,10,3,0,cfbd
App State,2017,9,4,0,cfbd
App State,2018,11,2,0,cfbd
App State,2019,13,1,0,cfbd
App State,2020,9,3,0,cfbd
App State,2021,10,4,0,cfbd
App State,2022,6,6,0,cfbd
App State,2023,9,5,0,cfbd
App State,2024,5,6,0,cfbd
App State,2025,5,8,0,cfbd
App State,2026,0,0,0,cfbd
Apprentice School,2014,0,0,0,cfbd
Apprentice School,2015,0,0,0,cfbd
Apprentice School,2016,0,0,0,cfbd
Apprentice School,2017,0,0,0,cfbd
Apprentice School,2018,0,0,0,cfbd
Apprentice School,2019,0,0,0,cfbd
Apprentice School,2020,0,0,0,cfbd
Apprentice School,2021,0,0,0,cfbd
Apprentice School,2022,0,1,0,cfbd
Apprentice School,2023,1,3,0,cfbd
Apprentice School,2024,2,2,0,cfbd
Apprentice School,2025,0,3,0,cfbd
Apprentice School,2026,0,0,0,cfbd
Arizona,1936,5,2,3,cfbd
Arizona,1937,8,2,0,cfbd
Arizona,1938,3,6,0,cfbd
Arizona,1939,6,4,0,cfbd
Arizona,1940,7,2,0,cfbd
Arizona,1941,7,3,0,cfbd
Arizona,1942,6,4,0,cfbd
Arizona,1945,0,0,0,cfbd
Arizona,1946,4,4,2,cfbd
Arizona,1947,5,4,1,cfbd
Arizona,1948,6,5,0,cfbd
Arizona,1949,2,7,1,cfbd
Arizona,1950,4,6,0,cfbd
Arizona,1951,6,5,0,cfbd
Arizona,1952,6,4,0,cfbd
Arizona,1953,4,5,1,cfbd
Arizona,1954,7,3,0,cfbd
Arizona,1955,5,4,1,cfbd
Arizona,1956,4,6,0,cfbd
Arizona,1957,1,8,1,cfbd
Arizona,1958,3,7,0,cfbd
Arizona,1959,4,6,0,cfbd
Arizona,1960,7,3,0,cfbd
Arizona,1961,8,1,1,cfbd
Arizona,1962,5,5,0,cfbd
Arizona,1963,5,5,0,cfbd
Arizona,1964,6,3,1,cfbd
Arizona,1965,3,7,0,cfbd
Arizona,1966,3,7,0,cfbd
Arizona,1967,3,6,1,cfbd
Arizona,1968,8,3,0,cfbd
Arizona,1969,3,7,0,cfbd
Arizona,1970,4,6,0,cfbd
Arizona,1971,5,6,0,cfbd
Arizona,1972,4,7,0,cfbd
Arizona,1973,8,3,0,cfbd
Arizona,1974,9,2,0,cfbd
Arizona,1975,9,2,0,cfbd
Arizona,1976,5,6,0,cfbd
Arizona,1977,5,7,0,cfbd
Arizona,1978,5,6,0,cfbd
Arizona,1979,6,5,1,cfbd
Arizona,1980,5,6,0,cfbd
Arizona,1981,6,5,0,cfbd
Arizona,1982,6,4,1,cfbd
Arizona,1983,7,3,1,cfbd
Arizona,1984,7,4,0,cfbd
Arizona,1985,8,3,1,cfbd
Arizona,1986,9,3,0,cfbd
Arizona,1987,4,4,3,cfbd
Arizona,1988,7,4,0,cfbd
Arizona,1989,8,4,0,cfbd
Arizona,1990,7,5,0,cfbd
Arizona,1991,4,7,0,cfbd
Arizona,1992,6,5,1,cfbd
Arizona,1993,10,2,0,cfbd
Arizona,1994,8,4,0,cfbd
Arizona,1995,6,5,0,cfbd
Arizona,1996,5,6,0,cfbd
Arizona,1997,7,5,0,cfbd
Arizona,1998,12,1,0,cfbd
Arizona,1999,6,6,0,cfbd
Arizona,2000,5,6,0,cfbd
Arizona,2001,5,6,0,cfbd
Arizona,2002,4,8,0,cfbd
Arizona,2003,2,10,0,cfbd
Arizona,2004,3,8,0,cfbd
Arizona,2005,3,8,0,cfbd
Arizona,2006,6,6,0,cfbd
Arizona,2007,5,7,0,cfbd
Arizona,2008,8,5,0,cfbd
Arizona,2009,8,5,0,cfbd
Arizona,2010,7,6,0,cfbd
Arizona,2011,4,8,0,cfbd
Arizona,2012,8,5,0,cfbd
Arizona,2013,8,5,0,cfbd
Arizona,2014,10,4,0,cfbd
Arizona,2015,7,6,0,cfbd
Arizona,2016,3,9,0,cfbd
Arizona,2017,7,6,0,cfbd
Arizona,2018,5,7,0,cfbd
Arizona,2019,4,8,0,cfbd
Arizona,2020,0,5,0,cfbd
Arizona,2021,1,11,0,cfbd
Arizona,2022,5,7,0,cfbd
Arizona,2023,10,3,0,cfbd
Arizona,2024,4,8,0,cfbd
Arizona,2025,9,4,0,cfbd
Arizona,2026,0,0,0,cfbd
Arizona State,1936,4,5,0,cfbd
Arizona State,1937,0,8,1,cfbd
Arizona State,1938,3,6,0,cfbd
Arizona State,1939,8,2,1,cfbd
Arizona State,1940,7,2,2,cfbd
Arizona State,1941,5,5,1,cfbd
Arizona State,1942,2,8,0,cfbd
Arizona State,1946,2,7,2,cfbd
Arizona State,1947,4,7,0,cfbd
Arizona State,1948,5,5,0,cfbd
Arizona State,1949,7,3,0,cfbd
Arizona State,1950,9,2,0,cfbd
Arizona State,1951,6,3,1,cfbd
Arizona State,1952,6,3,0,cfbd
Arizona State,1953,4,5,1,cfbd
Arizona State,1954,5,5,0,cfbd
Arizona State,1955,8,2,1,cfbd
Arizona State,1956,9,1,0,cfbd
Arizona State,1957,10,0,0,cfbd
Arizona State,1958,7,3,0,cfbd
Arizona State,1959,10,1,0,cfbd
Arizona State,1960,7,3,0,cfbd
Arizona State,1961,7,3,0,cfbd
Arizona State,1962,7,2,1,cfbd
Arizona State,1963,8,1,0,cfbd
Arizona State,1964,8,2,0,cfbd
Arizona State,1965,6,4,0,cfbd
Arizona State,1966,5,5,0,cfbd
Arizona State,1967,8,2,0,cfbd
Arizona State,1968,8,2,0,cfbd
Arizona State,1969,8,2,0,cfbd
Arizona State,1970,11,0,0,cfbd
Arizona State,1971,11,1,0,cfbd
Arizona State,1972,10,2,0,cfbd
Arizona State,1973,11,1,0,cfbd
Arizona State,1974,7,5,0,cfbd
Arizona State,1975,12,0,0,cfbd
Arizona State,1976,4,7,0,cfbd
Arizona State,1977,9,3,0,cfbd
Arizona State,1978,9,3,0,cfbd
Arizona State,1979,6,6,0,cfbd
Arizona State,1980,7,4,0,cfbd
Arizona State,1981,9,2,0,cfbd
Arizona State,1982,10,2,0,cfbd
Arizona State,1983,6,4,1,cfbd
Arizona State,1984,5,6,0,cfbd
Arizona State,1985,8,4,0,cfbd
Arizona State,1986,10,1,1,cfbd
Arizona State,1987,7,4,1,cfbd
Arizona State,1988,6,5,0,cfbd
Arizona State,1989,6,4,1,cfbd
Arizona State,1990,4,7,0,cfbd
Arizona State,1991,6,5,0,cfbd
Arizona State,1992,6,5,0,cfbd
Arizona State,1993,6,5,0,cfbd
Arizona State,1994,3,8,0,cfbd
Arizona State,1995,6,5,0,cfbd
Arizona State,1996,11,1,0,cfbd
Arizona State,1997,9,3,0,cfbd
Arizona State,1998,5,6,0,cfbd
Arizona State,1999,6,6,0,cfbd
Arizona State,2000,6,6,0,cfbd
Arizona State,2001,4,7,0,cfbd
Arizona State,2002,8,6,0,cfbd
Arizona State,2003,5,7,0,cfbd
Arizona State,2004,9,3,0,cfbd
Arizona State,2005,7,5,0,cfbd
Arizona State,2006,7,6,0,cfbd
Arizona State,2007,10,3,0,cfbd
Arizona State,2008,5,7,0,cfbd
Arizona State,2009,4,8,0,cfbd
Arizona State,2010,6,6,0,cfbd
Arizona State,2011,6,7,0,cfbd
Arizona State,2012,8,5,0,cfbd
Arizona State,2013,10,4,0,cfbd
Arizona State,2014,10,3,0,cfbd
Arizona State,2015,6,7,0,cfbd
Arizona State,2016,5,7,0,cfbd
Arizona State,2017,7,6,0,cfbd
Arizona State,2018,7,6,0,cfbd
Arizona State,2019,8,5,0,cfbd
Arizona State,2020,2,2,0,cfbd
Arizona State,2021,8,5,0,cfbd
Arizona State,2022,3,9,0,cfbd
Arizona State,2023,3,9,0,cfbd
Arizona State,2024,11,3,0,cfbd
Arizona State,2025,8,5,0,cfbd
Arizona State,2026,0,0,0,cfbd
Arkansas,1935,178,0,21,manual
Arkansas,1936,7,3,0,cfbd
Arkansas,1937,6,2,2,cfbd
Arkansas,1938,2,7,1,cfbd
Arkansas,1939,4,5,1,cfbd
Arkansas,1940,4,6,0,cfbd
Arkansas,1941,3,7,0,cfbd
Arkansas,1942,3,7,0,cfbd
Arkansas,1943,2,7,0,cfbd
Arkansas,1944,5,5,1,cfbd
Arkansas,1945,3,7,0,cfbd
Arkansas,1946,6,3,2,cfbd
Arkansas,1947,6,4,1,cfbd
Arkansas,1948,5,5,0,cfbd
Arkansas,1949,5,5,0,cfbd
Arkansas,1950,2,8,0,cfbd
Arkansas,1951,5,5,0,cfbd
Arkansas,1952,2,8,0,cfbd
Arkansas,1953,3,7,0,cfbd
Arkansas,1954,8,3,0,cfbd
Arkansas,1955,5,4,1,cfbd
Arkansas,1956,6,4,0,cfbd
Arkansas,1957,6,4,0,cfbd
Arkansas,1958,4,6,0,cfbd
Arkansas,1959,9,2,0,cfbd
Arkansas,1960,8,3,0,cfbd
Arkansas,1961,8,3,0,cfbd
Arkansas,1962,9,2,0,cfbd
Arkansas,1963,5,5,0,cfbd
Arkansas,1964,11,0,0,cfbd
Arkansas,1965,10,1,0,cfbd
Arkansas,1966,8,2,0,cfbd
Arkansas,1967,4,5,1,cfbd
Arkansas,1968,10,1,0,cfbd
Arkansas,1969,9,2,0,cfbd
Arkansas,1970,9,2,0,cfbd
Arkansas,1971,8,3,1,cfbd
Arkansas,1972,6,5,0,cfbd
Arkansas,1973,5,5,1,cfbd
Arkansas,1974,6,4,1,cfbd
Arkansas,1975,10,2,0,cfbd
Arkansas,1976,5,5,1,cfbd
Arkansas,1977,11,1,0,cfbd
Arkansas,1978,9,2,1,cfbd
Arkansas,1979,10,2,0,cfbd
Arkansas,1980,7,5,0,cfbd
Arkansas,1981,8,4,0,cfbd
Arkansas,1982,9,2,1,cfbd
Arkansas,1983,6,5,0,cfbd
Arkansas,1984,7,4,1,cfbd
Arkansas,1985,10,2,0,cfbd
Arkansas,1986,9,3,0,cfbd
Arkansas,1987,9,4,0,cfbd
Arkansas,1988,10,2,0,cfbd
Arkansas,1989,10,2,0,cfbd
Arkansas,1990,3,8,0,cfbd
Arkansas,1991,6,6,0,cfbd
Arkansas,1992,3,7,1,cfbd
Arkansas,1993,5,5,1,cfbd
Arkansas,1994,4,7,0,cfbd
Arkansas,1995,8,5,0,cfbd
Arkansas,1996,4,7,0,cfbd
Arkansas,1997,4,7,0,cfbd
Arkansas,1998,9,3,0,cfbd
Arkansas,1999,8,4,0,cfbd
Arkansas,2000,6,6,0,cfbd
Arkansas,2001,7,5,0,cfbd
Arkansas,2002,9,5,0,cfbd
Arkansas,2003,9,4,0,cfbd
Arkansas,2004,5,6,0,cfbd
Arkansas,2005,4,7,0,cfbd
Arkansas,2006,10,4,0,cfbd
Arkansas,2007,8,5,0,cfbd
Arkansas,2008,5,7,0,cfbd
Arkansas,2009,8,5,0,cfbd
Arkansas,2010,10,3,0,cfbd
Arkansas,2011,11,2,0,cfbd
Arkansas,2012,4,8,0,cfbd
Arkansas,2013,3,9,0,cfbd
Arkansas,2014,7,6,0,cfbd
Arkansas,2015,8,5,0,cfbd
Arkansas,2016,7,6,0,cfbd
Arkansas,2017,4,8,0,cfbd
Arkansas,2018,2,10,0,cfbd
Arkansas,2019,2,10,0,cfbd
Arkansas,2020,3,7,0,cfbd
Arkansas,2021,9,4,0,cfbd
Arkansas,2022,7,6,0,cfbd
Arkansas,2023,4,8,0,cfbd
Arkansas,2024,7,6,0,cfbd
Arkansas,2025,2,10,0,cfbd
Arkansas,2026,0,0,0,cfbd
Arkansas Monticello,2014,0,0,0,cfbd
Arkansas Monticello,2015,0,0,0,cfbd
Arkansas Monticello,2016,0,0,0,cfbd
Arkansas Monticello,2017,0,0,0,cfbd
Arkansas Monticello,2018,0,0,0,cfbd
Arkansas Monticello,2019,0,0,0,cfbd
Arkansas Monticello,2020,0,0,0,cfbd
Arkansas Monticello,2021,5,6,0,cfbd
Arkansas Monticello,2022,3,8,0,cfbd
Arkansas Monticello,2023,2,9,0,cfbd
Arkansas Monticello,2024,4,7,0,cfbd
Arkansas Monticello,2025,2,9,0,cfbd
Arkansas Monticello,2026,0,0,0,cfbd
Arkansas State,1936,0,0,0,cfbd
Arkansas State,1937,0,0,0,cfbd
Arkansas State,1938,0,0,0,cfbd
Arkansas State,1939,0,0,0,cfbd
Arkansas State,1940,0,0,0,cfbd
Arkansas State,1941,0,0,0,cfbd
Arkansas State,1945,0,0,0,cfbd
Arkansas State,1946,0,0,0,cfbd
Arkansas State,1947,0,0,0,cfbd
Arkansas State,1948,0,1,0,cfbd
Arkansas State,1949,0,0,0,cfbd
Arkansas State,1950,0,1,0,cfbd
Arkansas State,1951,0,2,0,cfbd
Arkansas State,1952,0,1,0,cfbd
Arkansas State,1953,3,0,1,cfbd
Arkansas State,1954,1,1,0,cfbd
Arkansas State,1955,0,0,0,cfbd
Arkansas State,1956,0,1,0,cfbd
Arkansas State,1957,0,1,0,cfbd
Arkansas State,1958,0,2,0,cfbd
Arkansas State,1959,0,1,0,cfbd
Arkansas State,1960,0,2,0,cfbd
Arkansas State,1961,0,2,0,cfbd
Arkansas State,1962,1,0,0,cfbd
Arkansas State,1963,0,2,0,cfbd
Arkansas State,1964,0,0,0,cfbd
Arkansas State,1965,1,0,0,cfbd
Arkansas State,1966,0,0,0,cfbd
Arkansas State,1967,1,1,0,cfbd
Arkansas State,1968,0,1,0,cfbd
Arkansas State,1969,0,1,0,cfbd
Arkansas State,1970,2,0,0,cfbd
Arkansas State,1971,2,0,0,cfbd
Arkansas State,1972,0,3,0,cfbd
Arkansas State,1973,3,2,0,cfbd
Arkansas State,1974,7,3,0,cfbd
Arkansas State,1975,11,0,0,cfbd
Arkansas State,1976,5,6,0,cfbd
Arkansas State,1977,7,4,0,cfbd
Arkansas State,1978,7,4,0,cfbd
Arkansas State,1979,4,7,0,cfbd
Arkansas State,1980,2,9,0,cfbd
Arkansas State,1981,6,5,0,cfbd
Arkansas State,1982,2,3,0,cfbd
Arkansas State,1983,0,2,1,cfbd
Arkansas State,1984,1,2,0,cfbd
Arkansas State,1985,1,2,0,cfbd
Arkansas State,1986,1,1,1,cfbd
Arkansas State,1987,0,1,1,cfbd
Arkansas State,1988,3,2,0,cfbd
Arkansas State,1989,1,3,0,cfbd
Arkansas State,1990,3,7,1,cfbd
Arkansas State,1991,1,10,0,cfbd
Arkansas State,1992,2,9,0,cfbd
Arkansas State,1993,2,8,1,cfbd
Arkansas State,1994,1,10,0,cfbd
Arkansas State,1995,6,5,0,cfbd
Arkansas State,1996,4,7,0,cfbd
Arkansas State,1997,2,9,0,cfbd
Arkansas State,1998,4,8,0,cfbd
Arkansas State,1999,4,7,0,cfbd
Arkansas State,2000,1,10,0,cfbd
Arkansas State,2001,2,9,0,cfbd
Arkansas State,2002,6,7,0,cfbd
Arkansas State,2003,5,7,0,cfbd
Arkansas State,2004,3,8,0,cfbd
Arkansas State,2005,6,6,0,cfbd
Arkansas State,2006,6,6,0,cfbd
Arkansas State,2007,5,7,0,cfbd
Arkansas State,2008,6,6,0,cfbd
Arkansas State,2009,4,8,0,cfbd
Arkansas State,2010,4,8,0,cfbd
Arkansas State,2011,10,3,0,cfbd
Arkansas State,2012,10,3,0,cfbd
Arkansas State,2013,8,5,0,cfbd
Arkansas State,2014,7,6,0,cfbd
Arkansas State,2015,9,4,0,cfbd
Arkansas State,2016,8,5,0,cfbd
Arkansas State,2017,7,5,0,cfbd
Arkansas State,2018,8,5,0,cfbd
Arkansas State,2019,8,5,0,cfbd
Arkansas State,2020,4,7,0,cfbd
Arkansas State,2021,2,10,0,cfbd
Arkansas State,2022,3,9,0,cfbd
Arkansas State,2023,6,7,0,cfbd
Arkansas State,2024,8,5,0,cfbd
Arkansas State,2025,7,6,0,cfbd
Arkansas State,2026,0,0,0,cfbd
Arkansas Tech,2014,0,1,0,cfbd
Arkansas Tech,2015,0,0,0,cfbd
Arkansas Tech,2016,0,0,0,cfbd
Arkansas Tech,2017,0,0,0,cfbd
Arkansas Tech,2018,0,0,0,cfbd
Arkansas Tech,2019,0,0,0,cfbd
Arkansas Tech,2020,0,0,0,cfbd
Arkansas Tech,2021,4,7,0,cfbd
Arkansas Tech,2022,5,6,0,cfbd
Arkansas Tech,2023,5,6,0,cfbd
Arkansas Tech,2024,5,6,0,cfbd
Arkansas Tech,2025,7,5,0,cfbd
Arkansas Tech,2026,0,0,0,cfbd
Arkansas-Pine Bluff,1936,0,0,0,cfbd
Arkansas-Pine Bluff,1937,0,0,0,cfbd
Arkansas-Pine Bluff,1938,0,0,0,cfbd
Arkansas-Pine Bluff,1939,0,0,0,cfbd
Arkansas-Pine Bluff,1940,0,0,0,cfbd
Arkansas-Pine Bluff,1941,0,0,0,cfbd
Arkansas-Pine Bluff,1942,0,0,0,cfbd
Arkansas-Pine Bluff,1943,0,0,0,cfbd
Arkansas-Pine Bluff,1944,0,0,0,cfbd
Arkansas-Pine Bluff,1945,0,0,0,cfbd
Arkansas-Pine Bluff,1946,0,0,0,cfbd
Arkansas-Pine Bluff,1947,0,0,0,cfbd
Arkansas-Pine Bluff,1948,0,0,0,cfbd
Arkansas-Pine Bluff,1949,0,0,0,cfbd
Arkansas-Pine Bluff,1950,0,0,0,cfbd
Arkansas-Pine Bluff,1951,0,0,0,cfbd
Arkansas-Pine Bluff,1952,0,0,0,cfbd
Arkansas-Pine Bluff,1953,0,0,0,cfbd
Arkansas-Pine Bluff,1954,0,0,0,cfbd
Arkansas-Pine Bluff,1955,0,0,0,cfbd
Arkansas-Pine Bluff,1956,0,0,0,cfbd
Arkansas-Pine Bluff,1957,0,0,0,cfbd
Arkansas-Pine Bluff,1958,0,0,0,cfbd
Arkansas-Pine Bluff,1959,0,0,0,cfbd
Arkansas-Pine Bluff,1960,0,0,0,cfbd
Arkansas-Pine Bluff,1961,0,0,0,cfbd
Arkansas-Pine Bluff,1962,0,0,0,cfbd
Arkansas-Pine Bluff,1963,0,0,0,cfbd
Arkansas-Pine Bluff,1964,0,0,0,cfbd
Arkansas-Pine Bluff,1965,0,0,0,cfbd
Arkansas-Pine Bluff,1966,0,0,0,cfbd
Arkansas-Pine Bluff,1967,0,0,0,cfbd
Arkansas-Pine Bluff,1968,0,0,0,cfbd
Arkansas-Pine Bluff,1969,0,0,0,cfbd
Arkansas-Pine Bluff,1970,0,0,0,cfbd
Arkansas-Pine Bluff,1971,0,0,0,cfbd
Arkansas-Pine Bluff,1972,0,0,0,cfbd
Arkansas-Pine Bluff,1973,0,0,0,cfbd
Arkansas-Pine Bluff,1974,0,0,0,cfbd
Arkansas-Pine Bluff,1975,0,0,0,cfbd
Arkansas-Pine Bluff,1976,0,0,0,cfbd
Arkansas-Pine Bluff,1977,1,2,0,cfbd
Arkansas-Pine Bluff,1978,0,0,0,cfbd
Arkansas-Pine Bluff,1979,0,0,0,cfbd
Arkansas-Pine Bluff,1980,0,0,0,cfbd
Arkansas-Pine Bluff,1981,0,0,0,cfbd
Arkansas-Pine Bluff,1982,0,0,0,cfbd
Arkansas-Pine Bluff,1998,0,0,0,cfbd
Arkansas-Pine Bluff,1999,0,0,0,cfbd
Arkansas-Pine Bluff,2000,0,0,0,cfbd
Arkansas-Pine Bluff,2001,0,0,0,cfbd
Arkansas-Pine Bluff,2002,0,0,0,cfbd
Arkansas-Pine Bluff,2003,0,0,0,cfbd
Arkansas-Pine Bluff,2004,0,1,0,cfbd
Arkansas-Pine Bluff,2005,0,0,0,cfbd
Arkansas-Pine Bluff,2006,0,1,0,cfbd
Arkansas-Pine Bluff,2007,4,7,0,cfbd
Arkansas-Pine Bluff,2008,3,9,0,cfbd
Arkansas-Pine Bluff,2009,5,5,0,cfbd
Arkansas-Pine Bluff,2010,5,5,0,cfbd
Arkansas-Pine Bluff,2011,6,5,0,cfbd
Arkansas-Pine Bluff,2012,9,2,0,cfbd
Arkansas-Pine Bluff,2013,2,9,0,cfbd
Arkansas-Pine Bluff,2014,4,7,0,cfbd
Arkansas-Pine Bluff,2015,2,8,0,cfbd
Arkansas-Pine Bluff,2016,1,10,0,cfbd
Arkansas-Pine Bluff,2017,2,9,0,cfbd
Arkansas-Pine Bluff,2018,2,8,0,cfbd
Arkansas-Pine Bluff,2019,6,5,0,cfbd
Arkansas-Pine Bluff,2020,4,1,0,cfbd
Arkansas-Pine Bluff,2021,2,9,0,cfbd
Arkansas-Pine Bluff,2022,3,8,0,cfbd
Arkansas-Pine Bluff,2023,2,9,0,cfbd
Arkansas-Pine Bluff,2024,3,9,0,cfbd
Arkansas-Pine Bluff,2025,3,8,0,cfbd
Arkansas-Pine Bluff,2026,0,0,0,cfbd
Army,1935,247,85,28,manual
Army,1936,6,3,0,cfbd
Army,1937,7,2,0,cfbd
Army,1938,8,2,0,cfbd
